response	trial_index	task	participantID	age	gender	language	amE	comments	expression	cc	context
1	10	target	346	33	male	English	AmE	"""":""""""""}	suggest	Grace visited her sister	factL
1	11	target	346	33	male	English	AmE	"""":""""""""}	establish	Sophia got a tattoo	explicitIgnorance
1	12	target	346	33	male	English	AmE	"""":""""""""}	know	Mary is pregnant	explicitIgnorance
1	13	target	346	33	male	English	AmE	"""":""""""""}	prove	Charley speaks Spanish	factH
0	14	target	346	33	male	English	AmE	"""":""""""""}	pretend	Josie went on vacation to France	explicitIgnorance
1	15	target	346	33	male	English	AmE	"""":""""""""}	acknowledge	Mia drank 2 cocktails last night	factH
0	16	target	346	33	male	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
1	17	target	346	33	male	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
1	18	target	346	33	male	English	AmE	"""":""""""""}	be right	Emily bought a car yesterday	factL
0	19	target	346	33	male	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
0	20	target	346	33	male	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
1	21	target	346	33	male	English	AmE	"""":""""""""}	admit	Emma studied on Saturday morning	explicitIgnorance
1	22	target	346	33	male	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0	23	target	346	33	male	English	AmE	"""":""""""""}	controlGood3	noCC	other
1	24	target	346	33	male	English	AmE	"""":""""""""}	say	Josh learned to ride a bike yesterday	explicitIgnorance
1	25	target	346	33	male	English	AmE	"""":""""""""}	announce	Julian dances salsa	explicitIgnorance
1	26	target	346	33	male	English	AmE	"""":""""""""}	be annoyed	Olivia sleeps until noon	explicitIgnorance
0	27	target	346	33	male	English	AmE	"""":""""""""}	demonstrate	Jon walks to work	explicitIgnorance
1	28	target	346	33	male	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
1	29	target	346	33	male	English	AmE	"""":""""""""}	see	Isabella ate a steak on Sunday	explicitIgnorance
1	30	target	346	33	male	English	AmE	"""":""""""""}	reveal	Tony had a drink last night	factH
0	31	target	346	33	male	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
1	32	target	346	33	male	English	AmE	"""":""""""""}	confirm	Frank got a cat	explicitIgnorance
1	33	target	346	33	male	English	AmE	"""":""""""""}	think	Jackson ran 10 miles	factH
1	34	target	346	33	male	English	AmE	"""":""""""""}	discover	Jayden rented a car	factL
1	35	target	346	33	male	English	AmE	"""":""""""""}	controlGood4	noCC	other
1	36	target	346	33	male	English	AmE	"""":""""""""}	confess	Owen shoveled snow last winter	factL
1	37	target	346	33	male	English	AmE	"""":""""""""}	hear	Danny ate the last cupcake	explicitIgnorance
1	38	target	346	33	male	English	AmE	"""":""""""""}	inform	Zoe calculated the tip	explicitIgnorance
0	39	target	346	33	male	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
1	1	practice	157	30	female	English	AmE	"""":""""""""}	practice	noCC	other
0	3	practice	157	30	female	English	AmE	"""":""""""""}	practice	noCC	other
1	5	practice	157	30	female	English	AmE	"""":""""""""}	practice	noCC	other
0	7	practice	157	30	female	English	AmE	"""":""""""""}	practice	noCC	other
0	10	target	157	30	female	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
1	11	target	157	30	female	English	AmE	"""":""""""""}	discover	Julian dances salsa	factH
0.19	12	target	157	30	female	English	AmE	"""":""""""""}	controlGood3	noCC	other
1	13	target	157	30	female	English	AmE	"""":""""""""}	say	Jon walks to work	factH
0	14	target	157	30	female	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0.48	15	target	157	30	female	English	AmE	"""":""""""""}	pretend	Mia drank 2 cocktails last night	factH
0.49	16	target	157	30	female	English	AmE	"""":""""""""}	establish	Emily bought a car yesterday	explicitIgnorance
0	17	target	157	30	female	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
0	18	target	157	30	female	English	AmE	"""":""""""""}	be annoyed	Charley speaks Spanish	explicitIgnorance
0	19	target	157	30	female	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0.51	20	target	157	30	female	English	AmE	"""":""""""""}	suggest	Jackson ran 10 miles	explicitIgnorance
1	21	target	157	30	female	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0	22	target	157	30	female	English	AmE	"""":""""""""}	think	Isabella ate a steak on Sunday	factL
0	23	target	157	30	female	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.51	24	target	157	30	female	English	AmE	"""":""""""""}	confess	Emma studied on Saturday morning	explicitIgnorance
0	25	target	157	30	female	English	AmE	"""":""""""""}	announce	Frank got a cat	explicitIgnorance
0.51	26	target	157	30	female	English	AmE	"""":""""""""}	prove	Tony had a drink last night	explicitIgnorance
0.34	27	target	157	30	female	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
1	28	target	157	30	female	English	AmE	"""":""""""""}	controlGood4	noCC	other
1	29	target	157	30	female	English	AmE	"""":""""""""}	acknowledge	Josh learned to ride a bike yesterday	factH
1	30	target	157	30	female	English	AmE	"""":""""""""}	admit	Danny ate the last cupcake	explicitIgnorance
1	31	target	157	30	female	English	AmE	"""":""""""""}	see	Zoe calculated the tip	explicitIgnorance
0.49	32	target	157	30	female	English	AmE	"""":""""""""}	demonstrate	Sophia got a tattoo	factL
0	33	target	157	30	female	English	AmE	"""":""""""""}	inform	Owen shoveled snow last winter	factL
0	34	target	157	30	female	English	AmE	"""":""""""""}	reveal	Josie went on vacation to France	factL
1	35	target	157	30	female	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0.66	36	target	157	30	female	English	AmE	"""":""""""""}	be right	Olivia sleeps until noon	explicitIgnorance
0	37	target	157	30	female	English	AmE	"""":""""""""}	confirm	Jayden rented a car	explicitIgnorance
0	38	target	157	30	female	English	AmE	"""":""""""""}	know	Grace visited her sister	explicitIgnorance
0	39	target	157	30	female	English	AmE	"""":""""""""}	hear	Mary is pregnant	explicitIgnorance
0.82	1	practice	217	33	male	English	AmE	"""":""""None.""""}	practice	noCC	other
0.19	3	practice	217	33	male	English	AmE	"""":""""None.""""}	practice	noCC	other
0.76	5	practice	217	33	male	English	AmE	"""":""""None.""""}	practice	noCC	other
0.79	7	practice	217	33	male	English	AmE	"""":""""None.""""}	practice	noCC	other
0.14	9	practice	217	33	male	English	AmE	"""":""""None.""""}	practice	noCC	other
0.12	12	target	217	33	male	English	AmE	"""":""""None.""""}	announce	Frank got a cat	explicitIgnorance
0.87	13	target	217	33	male	English	AmE	"""":""""None.""""}	controlGood3	noCC	other
0.67	14	target	217	33	male	English	AmE	"""":""""None.""""}	prove	Tony had a drink last night	explicitIgnorance
0.88	15	target	217	33	male	English	AmE	"""":""""None.""""}	controlGood4	noCC	other
0.77	16	target	217	33	male	English	AmE	"""":""""None.""""}	confess	Jayden rented a car	factH
0.79	17	target	217	33	male	English	AmE	"""":""""None.""""}	suggest	Isabella ate a steak on Sunday	explicitIgnorance
0.88	18	target	217	33	male	English	AmE	"""":""""None.""""}	controlGood2	noCC	explicitIgnorance
0.78	19	target	217	33	male	English	AmE	"""":""""None.""""}	admit	Owen shoveled snow last winter	factL
0.17	20	target	217	33	male	English	AmE	"""":""""None.""""}	stop	noCC	explicitIgnorance
0.21	21	target	217	33	male	English	AmE	"""":""""None.""""}	too	noCC	explicitIgnorance
0.78	22	target	217	33	male	English	AmE	"""":""""None.""""}	acknowledge	Jackson ran 10 miles	factH
0.18	23	target	217	33	male	English	AmE	"""":""""None.""""}	know	Mary is pregnant	explicitIgnorance
0.8	24	target	217	33	male	English	AmE	"""":""""None.""""}	establish	Sophia got a tattoo	factL
0.15	25	target	217	33	male	English	AmE	"""":""""None.""""}	be annoyed	Emily bought a car yesterday	explicitIgnorance
0.76	26	target	217	33	male	English	AmE	"""":""""None.""""}	think	Charley speaks Spanish	factH
0.18	27	target	217	33	male	English	AmE	"""":""""None.""""}	cleft	noCC	explicitIgnorance
0.81	28	target	217	33	male	English	AmE	"""":""""None.""""}	demonstrate	Mia drank 2 cocktails last night	factL
0.86	29	target	217	33	male	English	AmE	"""":""""None.""""}	hear	Jon walks to work	factH
0.15	30	target	217	33	male	English	AmE	"""":""""None.""""}	reveal	Danny ate the last cupcake	explicitIgnorance
0.13	31	target	217	33	male	English	AmE	"""":""""None.""""}	again	noCC	explicitIgnorance
0.82	32	target	217	33	male	English	AmE	"""":""""None.""""}	controlGood1	noCC	explicitIgnorance
0.1	33	target	217	33	male	English	AmE	"""":""""None.""""}	also	noCC	explicitIgnorance
0.75	34	target	217	33	male	English	AmE	"""":""""None.""""}	pretend	Josh learned to ride a bike yesterday	explicitIgnorance
0.18	35	target	217	33	male	English	AmE	"""":""""None.""""}	be right	Grace visited her sister	factL
0.08	36	target	217	33	male	English	AmE	"""":""""None.""""}	see	Julian dances salsa	explicitIgnorance
0.14	37	target	217	33	male	English	AmE	"""":""""None.""""}	inform	Emma studied on Saturday morning	explicitIgnorance
0.13	38	target	217	33	male	English	AmE	"""":""""None.""""}	continue	noCC	explicitIgnorance
0.14	39	target	217	33	male	English	AmE	"""":""""None.""""}	confirm	Zoe calculated the tip	explicitIgnorance
0.18	40	target	217	33	male	English	AmE	"""":""""None.""""}	discover	Olivia sleeps until noon	explicitIgnorance
0.78	41	target	217	33	male	English	AmE	"""":""""None.""""}	say	Josie went on vacation to France	explicitIgnorance
1	1	practice	298	60	male	English	AmE	"""":""""""""}	practice	noCC	other
0	3	practice	298	60	male	English	AmE	"""":""""""""}	practice	noCC	other
1	5	practice	298	60	male	English	AmE	"""":""""""""}	practice	noCC	other
0.07	7	practice	298	60	male	English	AmE	"""":""""""""}	practice	noCC	other
1	10	target	298	60	male	English	AmE	"""":""""""""}	suggest	Emily bought a car yesterday	explicitIgnorance
0.88	11	target	298	60	male	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.14	12	target	298	60	male	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.8	13	target	298	60	male	English	AmE	"""":""""""""}	acknowledge	Owen shoveled snow last winter	explicitIgnorance
0.17	14	target	298	60	male	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
1	15	target	298	60	male	English	AmE	"""":""""""""}	be right	Jon walks to work	factH
0.6	16	target	298	60	male	English	AmE	"""":""""""""}	confess	Zoe calculated the tip	explicitIgnorance
0.05	17	target	298	60	male	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.05	18	target	298	60	male	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
1	19	target	298	60	male	English	AmE	"""":""""""""}	prove	Tony had a drink last night	explicitIgnorance
1	20	target	298	60	male	English	AmE	"""":""""""""}	say	Jayden rented a car	factH
1	21	target	298	60	male	English	AmE	"""":""""""""}	think	Julian dances salsa	explicitIgnorance
0.5	22	target	298	60	male	English	AmE	"""":""""""""}	discover	Mia drank 2 cocktails last night	explicitIgnorance
0.38	23	target	298	60	male	English	AmE	"""":""""""""}	admit	Olivia sleeps until noon	explicitIgnorance
0.71	24	target	298	60	male	English	AmE	"""":""""""""}	see	Josh learned to ride a bike yesterday	factL
1	25	target	298	60	male	English	AmE	"""":""""""""}	announce	Frank got a cat	explicitIgnorance
1	26	target	298	60	male	English	AmE	"""":""""""""}	know	Mary is pregnant	factH
0.32	27	target	298	60	male	English	AmE	"""":""""""""}	hear	Josie went on vacation to France	explicitIgnorance
1	28	target	298	60	male	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0.38	29	target	298	60	male	English	AmE	"""":""""""""}	be annoyed	Emma studied on Saturday morning	explicitIgnorance
0.28	30	target	298	60	male	English	AmE	"""":""""""""}	reveal	Isabella ate a steak on Sunday	factL
0	31	target	298	60	male	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
0.73	32	target	298	60	male	English	AmE	"""":""""""""}	demonstrate	Danny ate the last cupcake	factL
1	33	target	298	60	male	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.34	34	target	298	60	male	English	AmE	"""":""""""""}	inform	Charley speaks Spanish	factL
0.75	35	target	298	60	male	English	AmE	"""":""""""""}	pretend	Jackson ran 10 miles	explicitIgnorance
0.92	36	target	298	60	male	English	AmE	"""":""""""""}	establish	Grace visited her sister	explicitIgnorance
0.99	37	target	298	60	male	English	AmE	"""":""""""""}	confirm	Sophia got a tattoo	factH
1	38	target	298	60	male	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0.23	39	target	298	60	male	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0.9	1	practice	7	36	preferNoToSay	English	AmE	"""":""""thank you""""}	practice	noCC	other
0	3	practice	7	36	preferNoToSay	English	AmE	"""":""""thank you""""}	practice	noCC	other
0.92	5	practice	7	36	preferNoToSay	English	AmE	"""":""""thank you""""}	practice	noCC	other
